"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1902624","GO:1902624","positive regulation of neutrophil migration","7/1276","24/13486",0.00546516281756935,0.0333494606969925,0.0248098376082512,"CD74/IL23A/IL1A/IL1R1/CCR7/CXCL8/C5AR1",7
"GO:2000191","GO:2000191","regulation of fatty acid transport","7/1276","24/13486",0.00546516281756935,0.0333494606969925,0.0248098376082512,"P2RX7/MAP2K6/IL1A/IL1B/PLA2R1/ERFE/ACSL5",7
"GO:0003007","GO:0003007","heart morphogenesis","31/1276","204/13486",0.00551460199022508,0.0336102595175808,0.0250038550301822,"SNAI2/PKP2/WNT11/NRP1/JAG1/EYA1/BMPR1A/MYL2/PROX1/TEK/ALDH1A2/COL5A1/RBP4/COL2A1/TBX6/ADAMTS1/TTN/MSX1/TGFBR2/PITX2/SHH/TMEM100/AXIN2/EFNA1/HAS2/TCAP/NOG/ROBO2/NPY2R/PTCH1/ALPK2",31
"GO:1901099","GO:1901099","negative regulation of signal transduction in absence of ligand","8/1276","30/13486",0.00553350173643556,0.0336436905575282,0.0250287255574661,"CX3CL1/SNAI2/EYA1/IL1A/IL1B/IFI6/COL2A1/GDNF",8
"GO:2001240","GO:2001240","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","8/1276","30/13486",0.00553350173643556,0.0336436905575282,0.0250287255574661,"CX3CL1/SNAI2/EYA1/IL1A/IL1B/IFI6/COL2A1/GDNF",8
"GO:0003341","GO:0003341","cilium movement","22/1276","131/13486",0.00557802782387258,0.033873350562403,0.0251995777183998,"ATP2B4/CFAP61/PLTP/SEPTIN4/NME5/DNAH1/ARMC2/DNAH7/DNAI1/QRICH2/TTLL9/DNAI4/SPAG17/CFAP70/HYDIN/DRC7/NEK10/AQP4/CFAP53/DNHD1/DNAH17/CFAP206",22
"GO:0051090","GO:0051090","regulation of DNA-binding transcription factor activity","45/1276","324/13486",0.00561603451960435,0.0340297616401187,0.0253159374242888,"CX3CL1/PRKCH/ZIC2/TRAF1/IRAK3/CAPN3/HCK/PYCARD/SFRP4/RIGI/OPRD1/PROX1/TNFAIP3/SGK1/SFRP5/TNFSF18/TRIM6/IL1B/TRIM22/BEX1/IRAK2/AGT/IL6/KLF4/TLR4/CYP1B1/EPHA5/NFKBIE/TBX6/PLPP3/NEUROD1/ZC3H12A/SHH/NOD2/RHEBL1/LGALS9/ALK/TRIB1/CMKLR1/SPHK1/HCLS1/RTKN2/PTCH1/TRIM13/ID3",45
"GO:0030178","GO:0030178","negative regulation of Wnt signaling pathway","23/1276","139/13486",0.00561735299801003,0.0340297616401187,0.0253159374242888,"SNAI2/DKK3/WNT11/SFRP1/SFRP4/SFRP5/BICC1/CITED1/APOE/GSC/RBMS3/GPC3/PTPRO/DAB2/APCDD1/DRAXIN/SHH/CTHRC1/AXIN2/SHISA2/NOG/TRABD2A/ALPK2",23
"GO:0045165","GO:0045165","cell fate commitment","30/1276","196/13486",0.00564126266357956,0.0340922572536326,0.0253624301108301,"CYP26B1/SOX8/WNT11/TBX15/NRP1/JAG1/EYA1/SFRP1/BMPR1A/SOX6/IL23A/MYL2/NR2E1/EPAS1/PROX1/TNFSF18/NEUROD4/FGF13/GSC/IL6/KLF4/DHH/DMRTA2/TBX6/FZD7/NEUROD1/SHH/GAP43/PTCH1/TEAD4",30
"GO:0050708","GO:0050708","regulation of protein secretion","30/1276","196/13486",0.00564126266357956,0.0340922572536326,0.0253624301108301,"ABCC8/RHBDF1/BAIAP3/NR1H4/SREBF1/ACHE/P2RX7/SFRP1/IL1A/CNR1/TGFB3/FKBP1B/IL1B/APOE/ANO1/SNAP25/RSAD2/IL6/TLR4/RBP4/ABCA12/EPHA5/ITPR1/TTN/RAB11FIP1/KCNB1/NEUROD1/INHBB/PCSK1/EFNA5",30
"GO:0050803","GO:0050803","regulation of synapse structure or activity","32/1276","213/13486",0.00577512709750974,0.0348592509279288,0.0259330237008956,"MUSK/CAMK2B/NTN1/PAK3/NRCAM/ZDHHC15/ICAM5/MDGA1/PTK2B/APOE/LRRC4B/SNAP25/PCDH8/AMIGO2/NTRK2/GPR158/PTPRO/CLSTN2/SHANK2/ROR2/EFNA1/FRMPD4/LRRN1/SLITRK1/NRXN1/EFNA5/SLITRK6/ROBO2/SLITRK2/NLGN3/COLQ/SHANK3",32
"GO:0001952","GO:0001952","regulation of cell-matrix adhesion","19/1276","108/13486",0.0057921175931824,0.0349197858742823,0.025978057778127,"CX3CL1/COL16A1/NRP1/JAG1/SFRP1/SERPINE1/TEK/PTK2B/PLAU/SDC4/CCR7/RIN2/POSTN/THY1/MMP14/EFEMP2/EFNA5/APOD/ITGB3",19
"GO:0048545","GO:0048545","response to steroid hormone","38/1276","264/13486",0.00582271212181915,0.0350620936411102,0.0260839255346545,"TFPI/SREBF1/TP63/TFAP4/SFRP1/PTGDS/COL1A1/NR2E1/LOX/SGK1/NR4A3/TGFB3/PMEPA1/CDKN1A/FOSB/ZFP36/IL6/MGARP/CYP1B1/MSTN/CARM1/ADM/DAB2/FBXO32/IGFBP7/UCN/GJB2/AXIN2/FOS/PDE3A/PCSK1/A2M/HSD11B2/GBA1/ZNF366/SSTR2/AQP1/PADI2",38
"GO:0032413","GO:0032413","negative regulation of ion transmembrane transporter activity","10/1276","43/13486",0.00584499761334471,0.0351119856629186,0.0261210419657195,"CASQ2/FKBP1B/KCNE4/SLN/GPR35/KCNE1/ANO9/TRDN/YWHAE/TCAF2",10
"GO:0070542","GO:0070542","response to fatty acid","10/1276","43/13486",0.00584499761334471,0.0351119856629186,0.0261210419657195,"PDK4/NR1H4/TBXAS1/SREBF1/SCD/ZC3H12A/PCSK1/LPL/AKR1C1/ID3",10
"GO:0007179","GO:0007179","transforming growth factor beta receptor signaling pathway","28/1276","180/13486",0.00586610019533818,0.0351966011720291,0.0261839904211456,"ITGA3/DKK3/BAMBI/BMPR1A/MTMR4/LPXN/LOX/TGFB3/PMEPA1/CITED1/WFIKKN1/GDF15/MSTN/CILP/CDKN2B/DAB2/TGFBR2/HPGD/LTBP3/NPNT/FOS/LRG1/WFIKKN2/JUN/SPRED3/VASN/SINHCAF/COL3A1",28
"GO:0001764","GO:0001764","neuron migration","24/1276","148/13486",0.00612959135610165,0.0366897735587182,0.0272948139145589,"ITGA3/CX3CL1/CAMK2B/NTN1/DCX/NRCAM/NRP1/CXCL12/SEPTIN4/MDGA1/CXCR4/NEUROD4/FGF13/CHL1/DCDC2/NTRK2/UNC5D/FAT3/AXL/UNC5C/PRKG1/DNER/YWHAE/COL3A1",24
"GO:0001837","GO:0001837","epithelial to mesenchymal transition","24/1276","148/13486",0.00612959135610165,0.0366897735587182,0.0272948139145589,"SNAI2/WNT11/BAMBI/JAG1/SFRP1/COL1A1/TGFB3/IL1B/GSC/AGT/IL6/CRB2/HMGA2/DAB2/MSX1/TGFBR2/TMEM100/AXIN2/EFNA1/HAS2/LRG1/NOG/SPRED3/VASN",24
"GO:0140895","GO:0140895","cell surface toll-like receptor signaling pathway","11/1276","50/13486",0.00614152213679626,0.03671737191677,0.0273153453044887,"OAS1/TNFAIP3/NMI/IRAK2/TLR4/LY96/PIK3AP1/NOD2/CD14/TMEM126A/LYN",11
"GO:0046209","GO:0046209","nitric oxide metabolic process","13/1276","64/13486",0.00620382518623056,0.0370456989692053,0.0275595993548713,"ATP2B4/ARG2/ACP5/PTK2B/IL1B/KLF4/TLR4/CYP1B1/PTX3/ZC3H12A/MTARC1/DDAH2/SOD2",13
"GO:0032890","GO:0032890","regulation of organic acid transport","12/1276","57/13486",0.0062437949060184,0.0371958138344279,0.0276712750866799,"P2RX7/MAP2K6/IL1A/IL1B/ACE2/PLA2R1/SLC43A2/ERFE/PRKG1/SLC38A3/ACSL5/GABBR1",12
"GO:0042475","GO:0042475","odontogenesis of dentin-containing tooth","12/1276","57/13486",0.0062437949060184,0.0371958138344279,0.0276712750866799,"NGFR/TP63/SMPD3/SERPINE1/BMPR1A/FAM20A/PDGFRA/ADM/APCDD1/MSX1/SHH/CCDC154",12
"GO:0010466","GO:0010466","negative regulation of peptidase activity","16/1276","86/13486",0.00628555894400822,0.0374001941437073,0.0278233207922946,"PLAUR/LAMP3/TIMP1/SERPINE1/SPOCK2/IFI6/KLF4/CRB2/SERPINI1/IFI16/SERPINB8/SERPINA5/SERPINA3/SERPINA1/AQP1/ANXA8",16
"GO:0014912","GO:0014912","negative regulation of smooth muscle cell migration","6/1276","19/13486",0.00652915100749981,0.038757658524993,0.0288331863239948,"SERPINE1/BMPR1A/IGFBP5/IGFBP3/TRIB1/PRKG1",6
"GO:0035902","GO:0035902","response to immobilization stress","6/1276","19/13486",0.00652915100749981,0.038757658524993,0.0288331863239948,"PTK2B/MYRF/CYP1A1/FOS/FOXO4/SOD2",6
"GO:2000377","GO:2000377","regulation of reactive oxygen species metabolic process","20/1276","117/13486",0.00655228597088884,0.0388490146926459,0.0289011493925606,"ARG2/ACP5/CRYAB/PDGFRB/PTK2B/CDKN1A/ACE2/AGT/TLR4/CYP1B1/FBLN5/TGFBR2/ZC3H12A/ITGAM/AKR1C1/BCO2/IER3/PLIN5/IER3/SOD2",20
"GO:0007610","GO:0007610","behavior","63/1276","488/13486",0.00662747244889776,0.0392095649652574,0.0291693754305879,"ITGA3/ABCC8/BAIAP3/MUSK/USP2/PER3/SEZ6/ASIC4/BRINP1/RAPGEF3/CHRNA3/PTN/PTGDS/CXCL12/B3GAT1/NR2E1/ATP6V1B1/OPRD1/CNR1/SGK1/NR4A3/EGR2/PI3/TAS2R5/FGF13/APOE/ACE2/GDF15/NPAS1/SNAP25/CHL1/SCN2A/NTRK2/GRM1/LGI4/CLSTN2/SHANK2/UCN/GDNF/FOS/NPAS2/ALK/SNCG/DMRTA1/GBA1/KCNJ10/SLITRK1/HTR1D/NRXN1/GPR88/NOG/KCND2/SLITRK6/NPY2R/NLGN3/MME/HRH1/DPP4/SELENOP/SHANK3/CLN8/STRA6/SOD2",63
"GO:0045621","GO:0045621","positive regulation of lymphocyte differentiation","17/1276","94/13486",0.00662873028120778,0.0392095649652574,0.0291693754305879,"CD74/IL4R/IL4I1/ZBTB16/IL23A/HLX/ITPKB/IL2RG/MMP14/TGFBR2/SHH/AXL/NFKBID/LGALS9/RASGRP1/EGR3/HLA-DRA",17
"GO:0050851","GO:0050851","antigen receptor-mediated signaling pathway","23/1276","141/13486",0.00669575309917027,0.0395593610664759,0.0294296010620031,"PRKCH/TXK/CEACAM1/LIPA/LPXN/HHLA2/GBP1/CCR7/RFTN1/VAV3/TNFRSF21/CD226/THY1/ICOSLG/LAPTM5/ZC3H12A/NFKBID/CD247/HLA-A/DENND1B/HLA-A/LYN/TRAC",23
"GO:0030900","GO:0030900","forebrain development","46/1276","336/13486",0.00671052944538844,0.0396000184683158,0.029459847534244,"ATP2B4/NRP1/EFNA2/APLP1/DLX5/CXCL12/BMPR1A/RFX4/MDGA1/NR2E1/PROX1/CXCR4/FOXP2/ALDH1A2/KCNC1/FGF13/GSC/SCN2A/TUBB2A/MGARP/DMRTA2/EPHA5/NTRK2/DRAXIN/NEUROD1/INHBB/MSX1/PITX2/SHH/AXL/RAC3/ITGAM/ALK/ID4/HAP1/PCSK1/SSTR2/NOG/ROBO2/PRKG1/PLXNA4/AQP1/SHANK3/YWHAE/SEMA7A/COL3A1",46
"GO:0002861","GO:0002861","regulation of inflammatory response to antigenic stimulus","8/1276","31/13486",0.00685192754701216,0.0403869195955499,0.0300452509792295,"HCK/CNR1/C3/CCR7/NOD2/HLA-E/HLA-E/LYN",8
"GO:0016525","GO:0016525","negative regulation of angiogenesis","14/1276","72/13486",0.0068877517689234,0.0404081437110173,0.0300610403457475,"TNMD/ABCC8/ATP2B4/SERPINE1/STAT1/TEK/ADGRB2/KLF4/ADAMTS1/CREB3L1/CXCL10/MINAR1/NPR1/FOXO4",14
"GO:0048864","GO:0048864","stem cell development","14/1276","72/13486",0.0068877517689234,0.0404081437110173,0.0300610403457475,"SOX8/SEMA3B/SNAI2/NRP1/JAG1/BMPR1A/FN1/RDH10/ALDH1A2/PITX2/SHH/RET/GDNF/SEMA7A",14
"GO:1901343","GO:1901343","negative regulation of vasculature development","14/1276","72/13486",0.0068877517689234,0.0404081437110173,0.0300610403457475,"TNMD/ABCC8/ATP2B4/SERPINE1/STAT1/TEK/ADGRB2/KLF4/ADAMTS1/CREB3L1/CXCL10/MINAR1/NPR1/FOXO4",14
"GO:2000181","GO:2000181","negative regulation of blood vessel morphogenesis","14/1276","72/13486",0.0068877517689234,0.0404081437110173,0.0300610403457475,"TNMD/ABCC8/ATP2B4/SERPINE1/STAT1/TEK/ADGRB2/KLF4/ADAMTS1/CREB3L1/CXCL10/MINAR1/NPR1/FOXO4",14
"GO:0034142","GO:0034142","toll-like receptor 4 signaling pathway","10/1276","44/13486",0.0069373686500363,0.0406042487147982,0.0302069297603374,"OAS1/TNFAIP3/NMI/IRAK2/TLR4/LY96/PIK3AP1/CD14/TMEM126A/LYN",10
"GO:0050854","GO:0050854","regulation of antigen receptor-mediated signaling pathway","10/1276","44/13486",0.0069373686500363,0.0406042487147982,0.0302069297603374,"PRKCH/CEACAM1/LIPA/LPXN/GBP1/CCR7/CD226/THY1/LAPTM5/LYN",10
"GO:0045055","GO:0045055","regulated exocytosis","27/1276","174/13486",0.00696062977487759,0.0406738652515225,0.0302587199522889,"BAIAP3/GAB2/STXBP2/IL4R/CEACAM1/P2RX7/RIMS4/HCK/PTGDS/VAMP8/NR4A3/SNAP25/STX11/ABCA12/RAB11FIP1/STEAP2/KCNB1/PRRT2/LGALS9/CPLX1/ITGAM/RASGRP1/PCLO/HLA-F/HLA-F/LYN/MILR1",27
"GO:0032816","GO:0032816","positive regulation of natural killer cell activation","7/1276","25/13486",0.00698169816219315,0.0406738652515225,0.0302587199522889,"IL23A/AXL/RASGRP1/HLA-E/HLA-E/HLA-F/HLA-F",7
"GO:0048566","GO:0048566","embryonic digestive tract development","7/1276","25/13486",0.00698169816219315,0.0406738652515225,0.0302587199522889,"PCSK5/ALDH1A2/PDGFRA/HLX/SHH/CXCL8/STRA6",7
"GO:0048730","GO:0048730","epidermis morphogenesis","7/1276","25/13486",0.00698169816219315,0.0406738652515225,0.0302587199522889,"NGFR/TP63/IGFBP5/TGM3/KRT17/KLF4/SHH",7
"GO:1901652","GO:1901652","response to peptide","54/1276","408/13486",0.00702417794043007,0.0408738707067253,0.0304075110499751,"PDK4/ABCC8/NR1H4/INSRR/NGFR/SREBF1/CEACAM1/ICAM1/NLRP1/SORBS1/JAG1/TIMP1/SMPD3/JAK3/CXCL12/COL1A1/TRPV4/STAT1/IGFBP5/TNFAIP3/NR4A3/TEK/DNAI1/EGR2/EREG/IL1B/CITED1/GNAI1/VGF/IRF5/GDF15/ANO1/AGT/TLR4/MGARP/CYP1B1/MSTN/ADM/VCAM1/INHBB/KLF15/GJB2/NOD2/GPT/FOS/STAT2/PCSK1/HSD11B2/ERFE/FOXO4/LYN/ITGB3/CPEB1/COL3A1",54
"GO:0048593","GO:0048593","camera-type eye morphogenesis","19/1276","110/13486",0.00708054784940304,0.041125954809866,0.0305950452868662,"SOX8/PROM1/VSX1/JAG1/TSPAN12/PROX1/RBP4/COL8A1/NTRK2/CRB2/THY1/PITX2/FAT3/COL8A2/ZHX2/RORB/AQP1/MEGF11/STRA6",19
"GO:2001057","GO:2001057","reactive nitrogen species metabolic process","13/1276","65/13486",0.0071002714216156,0.041125954809866,0.0305950452868662,"ATP2B4/ARG2/ACP5/PTK2B/IL1B/KLF4/TLR4/CYP1B1/PTX3/ZC3H12A/MTARC1/DDAH2/SOD2",13
"GO:0002752","GO:0002752","cell surface pattern recognition receptor signaling pathway","11/1276","51/13486",0.00717708319532863,0.041125954809866,0.0305950452868662,"OAS1/TNFAIP3/NMI/IRAK2/TLR4/LY96/PIK3AP1/NOD2/CD14/TMEM126A/LYN",11
"GO:0046888","GO:0046888","negative regulation of hormone secretion","11/1276","51/13486",0.00717708319532863,0.041125954809866,0.0305950452868662,"ABCC8/SREBF1/IL11/SFRP1/FKBP1B/IL1B/LIF/RAB11FIP1/KCNB1/INHBB/UCN",11
"GO:0071677","GO:0071677","positive regulation of mononuclear cell migration","11/1276","51/13486",0.00717708319532863,0.041125954809866,0.0305950452868662,"PYCARD/SERPINE1/DOCK8/CXCL12/CCL20/TNFSF18/PTK2B/CCR7/LGALS9/CXCL10/ITGB3",11
"GO:0072678","GO:0072678","T cell migration","11/1276","51/13486",0.00717708319532863,0.041125954809866,0.0305950452868662,"CCL26/ICAM1/PYCARD/DOCK8/CXCL12/CCL20/F11R/CXCL10/CXCL11/APOD/ITGB3",11
"GO:0098586","GO:0098586","cellular response to virus","11/1276","51/13486",0.00717708319532863,0.041125954809866,0.0305950452868662,"OAS1/POU2AF1/IFIH1/TRIM6/IFI6/IRF5/IL6/ZC3H12A/LGALS9/CXCL10/IFNE",11
"GO:1903169","GO:1903169","regulation of calcium ion transmembrane transport","20/1276","118/13486",0.00720797101700673,0.041125954809866,0.0305950452868662,"CX3CL1/P2RX7/CAPN3/CEMIP/JPH1/CASQ2/FKBP1B/PTK2B/ANK2/THY1/CABP1/CXCL10/CXCL11/SLN/HAP1/GPR35/TRDN/LYN/ITGB3/YWHAE",20
"GO:0003073","GO:0003073","regulation of systemic arterial blood pressure","12/1276","58/13486",0.00721171833758837,0.041125954809866,0.0305950452868662,"PCSK5/KCNK6/ACE2/POSTN/AGT/ADM/PTPRO/ADRA1B/HSD11B2/IER3/IER3/SOD2",12
"GO:0010544","GO:0010544","negative regulation of platelet activation","5/1276","14/13486",0.00727247247136187,0.041125954809866,0.0305950452868662,"CEACAM1/APOE/PDGFRA/PRKG1/PDGFA",5
"GO:0035740","GO:0035740","CD8-positive, alpha-beta T cell proliferation","5/1276","14/13486",0.00727247247136187,0.041125954809866,0.0305950452868662,"IRF1/HLA-E/HLA-A/HLA-A/HLA-E",5
"GO:0043584","GO:0043584","nose development","5/1276","14/13486",0.00727247247136187,0.041125954809866,0.0305950452868662,"DLX5/PROX1/RDH10/MSX1/STRA6",5
"GO:0045651","GO:0045651","positive regulation of macrophage differentiation","5/1276","14/13486",0.00727247247136187,0.041125954809866,0.0305950452868662,"LIF/IL34/ROR2/TRIB1/HCLS1",5
"GO:0048251","GO:0048251","elastic fiber assembly","5/1276","14/13486",0.00727247247136187,0.041125954809866,0.0305950452868662,"LOX/FBLN5/EFEMP2/THSD4/COL3A1",5
"GO:0048485","GO:0048485","sympathetic nervous system development","5/1276","14/13486",0.00727247247136187,0.041125954809866,0.0305950452868662,"TP63/NRP1/GDNF/INSM1/PLXNA4",5
"GO:0050912","GO:0050912","detection of chemical stimulus involved in sensory perception of taste","5/1276","14/13486",0.00727247247136187,0.041125954809866,0.0305950452868662,"TAS2R4/TAS2R5/CA6/PIGR/RTP4",5
"GO:0050913","GO:0050913","sensory perception of bitter taste","5/1276","14/13486",0.00727247247136187,0.041125954809866,0.0305950452868662,"TAS2R4/TAS2R5/CA6/PIGR/RTP4",5
"GO:0050951","GO:0050951","sensory perception of temperature stimulus","5/1276","14/13486",0.00727247247136187,0.041125954809866,0.0305950452868662,"CXCL12/CXCR4/MMP24/ANO1/TRPM8",5
"GO:0051775","GO:0051775","response to redox state","5/1276","14/13486",0.00727247247136187,0.041125954809866,0.0305950452868662,"SMPD3/ARHGDIB/FKBP1B/NPAS2/VASN",5
"GO:0062149","GO:0062149","detection of stimulus involved in sensory perception of pain","5/1276","14/13486",0.00727247247136187,0.041125954809866,0.0305950452868662,"CXCL12/CXCR4/MMP24/ANO1/ITGA2",5
"GO:0072077","GO:0072077","renal vesicle morphogenesis","5/1276","14/13486",0.00727247247136187,0.041125954809866,0.0305950452868662,"SOX8/STAT1/PAX8/LIF/GDNF",5
"GO:0090190","GO:0090190","positive regulation of branching involved in ureteric bud morphogenesis","5/1276","14/13486",0.00727247247136187,0.041125954809866,0.0305950452868662,"SOX8/PAX8/AGT/GDNF/NOG",5
"GO:2000319","GO:2000319","regulation of T-helper 17 cell differentiation","5/1276","14/13486",0.00727247247136187,0.041125954809866,0.0305950452868662,"IL23A/TNFSF18/ZC3H12A/NFKBID/JUNB",5
"GO:2000564","GO:2000564","regulation of CD8-positive, alpha-beta T cell proliferation","5/1276","14/13486",0.00727247247136187,0.041125954809866,0.0305950452868662,"IRF1/HLA-E/HLA-A/HLA-A/HLA-E",5
"GO:2001198","GO:2001198","regulation of dendritic cell differentiation","5/1276","14/13486",0.00727247247136187,0.041125954809866,0.0305950452868662,"TMEM176A/LGALS9/HLA-B/HLA-B/HLA-B",5
"GO:0001935","GO:0001935","endothelial cell proliferation","21/1276","126/13486",0.00728129376684076,0.0411294701964789,0.0305976605066981,"TNMD/CCL26/NGFR/NRP1/PPP1R16B/CCL24/CXCL12/LIPA/STAT1/PROX1/TEK/ALDH1A2/APOE/COL8A1/MMP14/LRG1/COL8A2/POLD4/EGR3/APELA/ITGB3",21
"GO:0044409","GO:0044409","entry into host","22/1276","134/13486",0.00730820936280414,0.0412350710504224,0.0306762206987634,"CD74/ICAM1/NRP1/VAMP8/TRIM6/CXCR4/ACE2/TRIM22/CH25H/ITGAV/GSN/F11R/PTX3/ITGA2/AXL/LGALS9/CXCL8/CIITA/TMPRSS2/IFITM1/DPP4/ITGB3",22
"GO:0006690","GO:0006690","icosanoid metabolic process","15/1276","80/13486",0.00744058504318211,0.0418877380208771,0.0311617626299021,"CD74/TBXAS1/PTGS1/GGT1/PYCARD/PTGDS/ATP6V1B1/FAAH/IL1B/CYP1B1/CYP1A1/ALOX15/HPGD/CYP2S1/AKR1C1",15
"GO:0046545","GO:0046545","development of primary female sexual characteristics","15/1276","80/13486",0.00744058504318211,0.0418877380208771,0.0311617626299021,"PTPRN/SFRP1/TNFAIP6/EREG/VGF/PDGFRA/CYP19A1/BMPR1B/ADAMTS1/MMP14/INHBB/PTX3/A2M/DMRTA1/ROBO2",15
"GO:0051924","GO:0051924","regulation of calcium ion transport","27/1276","175/13486",0.00751098204786109,0.042236643444026,0.0314213256545522,"CX3CL1/CAMK2B/MYLK/P2RX7/CAPN3/CEMIP/JPH1/CXCL12/PDGFRB/OPRD1/CASQ2/FKBP1B/PTK2B/CXCR4/ANK2/THY1/CABP1/UCN/CXCL10/CXCL11/SLN/HAP1/GPR35/TRDN/LYN/ITGB3/YWHAE",27
"GO:0048732","GO:0048732","gland development","47/1276","347/13486",0.00753110703407932,0.0423023884467434,0.0314702356760903,"SNAI2/DKK3/NTN1/TP63/CEACAM1/WNT11/NRP1/FA2H/SFRP1/LSR/PTN/BMPR1A/LIPA/OAS2/FGF1/IGFBP5/IRF6/PROX1/TNFAIP3/TGFB3/PAX8/ALDH1A2/PDGFRA/IL6/HLX/CYP19A1/CYP1B1/HNRNPD/CYP1A1/CDKN2B/INHBB/MSX1/ELF3/TGFBR2/PITX2/ITGA2/SHH/FASN/ID4/INSM1/PCSK1/NOG/PTCH1/PDGFA/TGM2/STRA6/SOD2",47
"GO:0022898","GO:0022898","regulation of transmembrane transporter activity","26/1276","167/13486",0.0076510180083772,0.0429278594295526,0.0319355455548065,"FXYD3/JPH1/CASQ2/FKBP1B/PTK2B/FGF13/ACE2/CNIH3/ANK2/KCNE4/GPD1L/CABP1/CTSS/SLN/GLRX/HAP1/GPR35/KCNE1/LRRC26/ANO9/TRDN/NLGN3/SHISA9/SHANK3/YWHAE/TCAF2",26
"GO:0007157","GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","9/1276","38/13486",0.00771965517856809,0.0431681052125948,0.0321142728487049,"SELE/ICAM1/IGSF21/AMIGO2/CRB2/VCAM1/CDH4/CEACAM19/SELL",9
"GO:0035633","GO:0035633","maintenance of blood-brain barrier","9/1276","38/13486",0.00771965517856809,0.0431681052125948,0.0321142728487049,"ABCC8/TJP3/LSR/TSPAN12/IL6/ESAM/F11R/OCLN/PECAM1",9
"GO:0071715","GO:0071715","icosanoid transport","9/1276","38/13486",0.00771965517856809,0.0431681052125948,0.0321142728487049,"P2RX7/ABCC3/MAP2K6/IL1A/IL1B/PLA2R1/BDKRB2/SLCO2A1/PLA2G2A",9
"GO:0035082","GO:0035082","axoneme assembly","14/1276","73/13486",0.00779997251051583,0.0435202025725777,0.032376210467512,"DCX/DNAH1/ARMC2/DNAH7/DNAI1/CFAP74/DNAI4/SPAG17/HYDIN/DRC7/DNAAF8/RP1L1/DNAH17/CFAP206",14
"GO:0060291","GO:0060291","long-term synaptic potentiation","14/1276","73/13486",0.00779997251051583,0.0435202025725777,0.032376210467512,"PTN/NR2E1/PTK2B/APOE/SNAP25/IGSF11/NTRK2/SQSTM1/SHANK2/NOG/MME/SHANK3/CALB2/SQSTM1",14
"GO:0006874","GO:0006874","intracellular calcium ion homeostasis","31/1276","209/13486",0.00783667601402767,0.0436764076515142,0.0324924169236586,"CX3CL1/ATP2B4/P2RX7/CAPN3/CEMIP/JPH1/CXCL12/TRPV4/BNIP1/CNR1/CASQ2/FKBP1B/PTK2B/CCR7/APOE/TRPM8/ANK2/ITPR1/GRM1/MCOLN2/THY1/CXCL10/CXCL11/HAP1/TRDN/RYR3/TGM2/LYN/ITGB3/YWHAE/CALB2",31
"GO:0002791","GO:0002791","regulation of peptide secretion","23/1276","143/13486",0.00793874246717768,0.0441961511824232,0.0328790724296336,"ABCC8/BAIAP3/NR1H4/CD74/SREBF1/SFRP1/CNR1/FKBP1B/IL1B/PAX8/ANO1/SNAP25/IL6/RBP4/ABCA12/EPHA5/ITPR1/KCNB1/NEUROD1/INHBB/UCN/EFNA5/GABBR1",23
"GO:0045428","GO:0045428","regulation of nitric oxide biosynthetic process","10/1276","45/13486",0.00818129754811969,0.0453953412625756,0.033771192137965,"ATP2B4/ACP5/PTK2B/IL1B/KLF4/TLR4/PTX3/ZC3H12A/DDAH2/SOD2",10
"GO:0045453","GO:0045453","bone resorption","10/1276","45/13486",0.00818129754811969,0.0453953412625756,0.033771192137965,"PDK4/P2RX7/ACP5/TNFAIP3/PTK2B/IL6/LRRK1/LTBP3/CCDC154/ITGB3",10
"GO:0050795","GO:0050795","regulation of behavior","10/1276","45/13486",0.00818129754811969,0.0453953412625756,0.033771192137965,"BAIAP3/PER3/PTGDS/CNR1/NR4A3/APOE/UCN/NPAS2/HTR1D/STRA6",10
"GO:0001707","GO:0001707","mesoderm formation","12/1276","59/13486",0.00829374065369793,0.0458670376173637,0.0341221036585147,"ITGA3/WNT11/EYA1/BMPR1A/KLF4/CRB2/TBX6/HMGA2/ITGA2/NOG/APELA/ITGB3",12
"GO:0038034","GO:0038034","signal transduction in absence of ligand","12/1276","59/13486",0.00829374065369793,0.0458670376173637,0.0341221036585147,"CX3CL1/SNAI2/FAS/SRPX/EYA1/IL1A/IL1B/IFI6/ITGAV/COL2A1/RET/GDNF",12
"GO:0097192","GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand","12/1276","59/13486",0.00829374065369793,0.0458670376173637,0.0341221036585147,"CX3CL1/SNAI2/FAS/SRPX/EYA1/IL1A/IL1B/IFI6/ITGAV/COL2A1/RET/GDNF",12
"GO:1904705","GO:1904705","regulation of vascular associated smooth muscle cell proliferation","11/1276","52/13486",0.00834393294561549,0.0460937969771006,0.0342907979274367,"BMPR1A/IGFBP5/NR4A3/TGFB3/CDKN1A/ADAMTS1/HPGD/EFEMP2/JUN/PRKG1/SOD2",11
"GO:0045582","GO:0045582","positive regulation of T cell differentiation","15/1276","81/13486",0.00835500422663,0.0461041817390276,0.0342985235173451,"CD74/IL4R/IL4I1/ZBTB16/IL23A/HLX/ITPKB/IL2RG/TGFBR2/SHH/NFKBID/LGALS9/RASGRP1/EGR3/HLA-DRA",15
